Title,id,Samling,Nr,Titel,Dato,speaker_id,text,Date,doc_id,Name,Year,Parti,Period,.groups
Henrik Dahl,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1608,": tak for ordet. tak til udenrigsministeren og regeringen for at frem‐ lægge den arktiske redegørelse for 2020. der er allerede blevet sagt mange gode ting om miljø og forskningsskibe og parlamentarisk samarbejde, som jeg sådan set ikke er imod, men som jeg ikke skal spilde folketingets tid med at gentage. vi ser jo også meget frem til den arktiske strategi for årene 2020-2030, og vi anerkender selvfølgelig de årsager, der er angivet i redegørelsen, til, at det er blevet forsinket. covid-19-epidemien påvirker rigtig mange aspekter af samfundslivet og selvfølgelig også det her. det har i mange år og ikke mindst siden ilulissaterklæringen været dansk politik at holde arktis som et lavspændingsområde. det bør det selvfølgelig i princippet blive ved med at være, men når jeg hører debatten mellem de ærede medlemmer, kan jeg ikke lade være med at tænke på, at vi også er nødt til at være realistiske. grønland og arktis som område bliver mere interessant for usa, end det allerede er, fordi det også bliver mere interessant for rusland og sågar også for kina, som vi allerede har hørt om. alle tre lande er",2020-10-20T15:11:00Z,677,Henrik Dahl,2020,Liberal Alliance,2019-,92
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1609,": tak til ordføreren. der er ingen korte bemærkninger til ordføreren. den næste ordfører kommer fra ia, og det er fru aaja chemnitz larsen. velkommen. ordfører ",2020-10-20T15:14:00Z,678,Karen Ellemann,2020,Venstre,2019-,92
Nicolai Wammen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,160,": lovforslag nr. forslag til lov om ændring af lov om digital post fra offentlige afsendere. hjemtagelse til digitaliseringsstyrel‐ sen af dataansvar, strategisk ejerskab og beslutningskompetence for digital post, etablering af visningsklienter og flytning af borgeres og virksomheders post . børne- og undervisningsministeren pernille rosenkrantz-theil :",2020-10-08T09:00:00Z,679,Nicolai Wammen,2020,Socialdemokratiet,2019-,92
Aaja Chemnitz Larsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1060,": tak. jeg synes personligt, at man skal hæve sig over partipolitik, for at være helt ærlig. jeg synes, der er rigtig, rigtig mange udfordringer i det grønlandske samfund, som kræver en politisk opmærksomhed, og det er der også her. og rigtig mange af tingene er vi rigtig godt i gang med, og dem tager vi også med ministrene, og dem tager vi også i udvalgene, og hvor det ligesom skal være. så er der jo sådan set også mange ting, som vi har peget på, som er folketingets ansvar: kommunefogederne og anstalterne er sådan set også noget, man godt kunne pege på. som jeg sagde, er det en personlig politik, og jeg kan huske, at jeg kom i modvind, dengang jeg sagde, at danmark skulle hjælpe i forhold til de udsatte børn og unge i grønland. det er et par år tilbage, og nu står vi her, og der er afsat 100 mio. kr. jeg tror, at man som politiker nogle gange skal have noget politisk mod til at tage nogle af de svære beslutninger. det mener jeg helt oprigtig er supervigtigt i forhold til at drive samfundet videre.",2020-10-08T19:57:00Z,68,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,92
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1610,": mange tak. grønland udgør 20 pct. af det samlede areal i arktis og spiller med sin geografiske placering og med de naturressourcer, vi har i grønland, en helt central strategisk rolle for verdens stormagter. med andre ord er grønland årsagen til, at vi taler arktis i dag. inuit ataqatigiit mener, at vi hjemme i grønland også bør have en strategi for arktis, ligesom vi også har efterlyst en grønlandsk udenrigspolitisk strategi, og netop den udenrigspolitiske strategi skulle naalakkersuisut være godt i gang med, og vi glæder os til at komme med input og ikke mindst se det endelige resultat. regeringen her i danmark planlægger involvering og debat med unge om fremtidens arktis. det støtter vi fra ia s side, da vi mener, at der er behov for en øget inddragelse af befolkningen og særlig også ungdommen hjemme i grønland, når det drejer sig om konge‐ rigets arktiske strategi. for at understøtte dette vil vi også i den kommende tid arbejde for, at samarbejdet mellem grønlands råd for menneskerettigheder og institut for menneskerettigheder her i danmark styrkes med et særligt fokus på kendskab og efterlevelse af folks rettigheder. sidste år fik ia afsat penge til en styrkelse af fn s verdensmål i grønland, og helt konkret har det resulteret i en ny hjemmeside, som naalakkersuisut for nylig har lanceret. hvad angår vigtigheden af grønlands geostrategiske placering, understreges den atter i disse år. usa, rusland og kina udviser øget interesse og intensiverer deres engagement i regionen. usa genåbnede efter 67 år deres konsulat i nuuk i år, og vi ved, at der er indgået aftaler om amerikanske investeringer i grønlands infrastruk‐ tur, som vi ikke kender detaljerne af i dag, men som vi glæder os til at høre mere om. ia har i snart 6 år kæmpet for en fornyelse af servicekontrakten på pituffik, thule airbase, og vi håber, at der snart kommer en afslutning, da vi mener, det er helt centralt i forhold til samarbejdet med usa. vi mener, at der er behov for, at vi i fællesskab sikrer, at kontrakten og en samlet aftale med amerikanerne kommer den grønlandske befolkning til gavn. det seneste skud, vi har set, på stammen af diplomater i grøn‐ land er den russiske honorære konsul, som er blevet drøftet flere gange her i dag, og den anmodning fra russerne er åbenbart god‐ kendt af naalakkersuisut og har været noget tid undervejs, må man gå ud fra. vi kunne godt tænke os, at vi var blevet orienteret, før vi skulle læse om denne stilling i pressen. derfor er det selvfølgelig også vigtigt, at vi vælger vores tætteste allierede klogt. fra ia s side har vi arbejdet i komitéen for arktiske parlamentarikere, som vi også til daglig kalder scpar, og det arbejde, som der foregår i arktis råd, er vigtigt. de to fora er vigtige i forhold til at sikre diplomatiet i fremtiden. det mellemfolkelige samarbejde er særlig vigtigt i forhold til vores allierede, også der, hvor vi ikke nødvendigvis deler værdier. selv om en russisk honorær konsul i grønland kan styrke den diplo‐ matiske muskel, må vi også huske på, at rusland øger deres militære tilstedeværelse og aktivitet i arktis, og den oprustning kan gøre det sværere at holde fast i ambitionen om et fredeligt arktis. det er en vigtig balancegang, men også en rigtig svær balancegang: det vil vi gerne anerkende fra vores side. længe har der også været spekulationer om, hvorvidt kina vil oprette et konsulat eller en konsulstilling i grønland, og det ville sådan set være ret naturligt, når man kigger på, at naalakkersuisut gerne vil åbne en repræsentation i kina til næste år. ia har tidligere foreslået, at der hjemme i grønland bliver lavet en flerstrenget kina‐ politik, så vi kan få identificeret, på hvilke områder vi uproblematisk kan samarbejde, og på hvilke områder vi bør gå lidt mere kritisk til værks omkring det. i forlængelse af stormagternes interesse for arktis ser vi frem til den nødvendige debat og inddragelse af bl.a. grønlands erhvervsliv, ngo erne og politiske partier om screeningsmekanismen, som også skal drøftes her i folketinget, i forhold til danmark. det er vigtigt i forhold til de nødvendige fremmede investeringer, som er så vigtige for grønland. fra ia s side mener vi, at vi skal forholde os kritisk til f.eks. kinesisk investering i kritisk infrastruk‐ tur, så vi hverken kommer i en gældsfælde eller giver adgang til sårbar information om vores befolkning og vores samfund. vi aner‐ kender også samtidig, at flere og flere områder kategoriseres som sikkerhedspolitik, og dermed udfordres vores selvbestemmelse på hjemtagne områder. det vil sætte vores samarbejde på prøve, og det vil fordre, at den tætte og gode dialog, som jeg har indtryk af der er i disse år, bliver styrket endnu mere i de kommende år. for ia er det vigtigt at understrege, at en vetoret fra dansk side ikke må blive misbrugt. vi vil rigtig gerne sikre et samarbejde og sikre, at man ikke underminerer grønlands egen rolle i vores eget land. regeringen har i mange år støttet uarctic, som er et samarbejde mellem universiteterne i arktis. uarctics arbejde er vigtigt for de grønlandske studerende, som har mulighed for at komme på udveks‐ ling i arktis. det giver mulighed for, at internationale undervisere fra arktis kommer til grønland og underviser unge grønlændere og giver dem noget ny viden. det er med til at skabe et rigt internatio‐ nalt uddannelsesmiljø, og derfor vil vi også opfordre regeringen til at fortsætte det tilskud på 3. mio. kr., som der op til nu er givet til uarctic. i år ved vi også at der forhandles om forskningsmidler, og i virkeligheden er det rigtig ærgerligt, at der kommer de her kritiske stemmer bl.a. fra danmark, som ærgrer sig over andre landes sti‐ gende forskningsaktivitet i grønland, uden at vi selv arbejder for, at vi også her fra danmarks side sikrer øget forskningsaktivitet i grønland. det er vi nødt til at ændre, for ønsker vi at være en arktisk stormagt, er det også vigtigt, at vi har et langt større engagement i forskningen, herunder en større inddragelse af de flere og flere grøn‐ landske forskere, der kommer, og fælles projekter mellem grønland og danmark. tirsdag den 20. oktober 2020 regeringen har også været med til at bidrage til etableringen af en arktisk forskning-hub på universitetet i grønland, og det er en rigtig god start, at man har taget det initiativ, men i virkeligheden bør det i langt højere grad forankres hjemme i grønland. sidste år talte vi også om etableringen af greenland international institute for arctic studies, som skulle have fokus på udenrigspolitik og sikkerhedspolitik, på grønlands universitet. vi mener stadig væk, at det er højaktuelt at fokusere både en vidensoprustning inden for det udenrigs- og sikkerhedspolitiske område i grønland, så man kan føre en mere proaktiv og vidensbaseret udenrigspolitik. et centralt motto for os hos ia er: intet om os uden os. budskabet er ret simpelt: ved alle møder og arrangementer, der handler om grønland, bør grønland også sidde med. intet om os uden os. det gælder sådan set også den debat, som der har været i grønland i den seneste tid om kommunefogederne og bygdernes adgang til velfærd, og som undertegnede tog op under åbningsdebatten. derfor er jeg også rigtig glad for, at ia vil indsamle viden, høre partiet og baglandet og komme med et udspil til at sikre, at også bygderne får et øget politisk fokus. det er helt naturligt, at vi skal lytte til de personer, der bor i de grønlandske bygder og i de byer, som folk flytter fra. mit budskab i dag er, som det også var i åbningsdebatten, at stærke bygder skal styrkes, og bygder, der affolkes og har ringe livsgrundlag, er nødt til at have større opmærksomhed. selvfølgelig er det en sag, som vi skal løfte hjemme i grønland, og det er vigtigt, at de borgere på de her bosteder bliver hørt, men det er også rigtig vigtigt i forhold til det arbejde, vi udfører her i folketinget, fordi det bliver vanskeliggjort i de her år. ia har aldrig talt om at tvangsflytte eller tvangslukke nogen bygder det synes jeg er rigtig vigtigt at understrege tværtimod vil vi gerne have, at folk høres. tryghed, økonomisk udvikling, menneskelig udvikling bør ikke være for de få, men bør være for alle. qujanaq tusind tak for ordet.",2020-10-20T15:14:00Z,680,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,92
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1611,": tak til ordføreren. der er en kort bemærkning til hr. martin lide‐ gaard, radikale venstre. værsgo.",2020-10-20T15:24:00Z,681,Karen Ellemann,2020,Venstre,2019-,93
Martin Lidegaard,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1612,": tak for det, og tak for en god tale. nu ved jeg jo, at fru aaja chemnitz larsen er utrolig optaget af de sociale forhold i grønland, ikke mindst børnenes forhold, og jo også har stået i spidsen for et stærkere samarbejde med grønland, der selvfølgelig har ansvaret overordnet set, men også får yderligere tilførsel af ressourcer fra dansk side. jeg ved også, at man sidder og forhandler i politiforliget om flere politiressourcer osv. jeg er lidt nysgerrig efter at høre, hvad fru aaja chemnitz larsen egentlig vurderer er status på det samarbejde, for jeg tror ikke, der er nogen, der kender det bedre end hende, herunder om hun vurderer, at vi sådan er i mål, i forhold til hvad der er behov for af ressourcer, også personaleressourcer det er jo også tit et spørgsmål om at få folk med de rigtige kvalifikatio‐ ner eller om der er mere, vi kunne gøre i fællesskab, om der er behov for, at danmark spiller en større rolle her, eller om vi med de initiativer, der allerede er taget, sådan set er på vej.",2020-10-20T15:24:00Z,682,Martin Lidegaard,2020,Radikale Venstre,2019-,93
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1614,": tak for spørgsmålet. jeg hører det, som om det drejer sig meget om de udsatte børn hjemme i grønland? allerførst vil jeg sige, at der jo er blevet afsat i alt 100 mio. kr., 80 mio. kr. fra folketinget og 25 20 mio. kr. fra naalakkersuisuts side, og mange af de initiativer, man peger på, er i mine øjne med til at lukke nogle huller. det er med til at sikre, at vi lever op til den lovgivning, vi har i dag, men som vi ikke har været i stand til at leve op til i dag, sikre, at der er en sags‐ behandler, når børn henvender sig til socialforvaltningen, og sikre, at der rent faktisk sker noget. men det er også lidt brandslukning for at være helt ærlig, og det, jeg synes kunne være enormt interessant at arbejde meget mere med, er det helt tidlige initiativ, altså fra 0 til 2 år, og hvordan vi kan hindre, at overgrebene sker på de her børn. det bør være i alles interesse. det bør være i alles interesse, at dem, der kunne finde på at krænke børnene, også får den hjælp hurtigere. det må være i alles interesse, at dem, der er ofre for et seksuelt overgreb, også får hjælp langt tidligere end det, de rent faktisk gør i dag. så der er virkelig et forebyggelsesfokus, vi er nødt til også at have.",2020-10-20T15:25:00Z,684,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1615,: hr. martin lidegaard.,2020-10-20T15:26:00Z,685,Karen Ellemann,2020,Venstre,2019-,93
Martin Lidegaard,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1616,": tak. det synes jeg lyder utrolig rigtigt, og jeg skulle hilse og sige, at vi jo kæmper lidt med de samme problematikker i danmark i forhold til forebyggelse. men er det noget, som kalder på et mere intensiveret samarbejde mellem grønland og danmark, eller er det noget, som grønland, om man så må sige, med fordel kan håndtere selv, ifølge fru aaja chemnitz larsen?",2020-10-20T15:26:00Z,686,Martin Lidegaard,2020,Radikale Venstre,2019-,93
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1618,": tak. naalakkersuisut har jo erkendt, at man har fejlet på socialområ‐ det over for de allermest udsatte børn i grønland, og det er jo i hvert fald en invitation til, at vi er nødt til at fortsætte det her samarbejde efter 2023. jeg tror, at det er enormt vigtigt at bevare håbet om, at det rent faktisk kan lade sig gøre at bryde den sociale arv. jeg var med til et projekt, hvor vi faktisk fik nedbragt kriminaliteten i en helt konkret by med 45 pct. ved at arbejde med en række elementer. så ting kan godt lade sig gøre, og jeg tror, at det er vigtigt at bevare håbet.",2020-10-20T15:27:00Z,688,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1619,": den næste korte bemærkning er til fru aki-matilda høegh-dam, siumut. værsgo.",2020-10-20T15:27:00Z,689,Karen Ellemann,2020,Venstre,2019-,93
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1061,": aki-matilda høegh-dam, værsgo. : ordføreren.",2020-10-08T19:58:00Z,69,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,93
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,161,": mødet er åbnet. lovforslag nr. forslag til lov om ændring af lov om ar‐ bejdsgivernes uddannelsesbidrag. modelparametre for erhvervsud‐ dannelser til brug for beregning af praktikpladsafhængigt arbejdsgi‐ verbidrag for 2021, fastholdelse af merbidragssats og justering af aktivitetsafhængigt veu-bidrag for 2021 , i dag er der følgende anmeldelser og da der er mange, skal jeg undlade at læse titlerne op: lovforslag nr. forslag til lov om ændring af lov om arbejdsgi‐ vernes uddannelsesbidrag. praktikpladstaxametertilskud m.v. ,",2020-10-08T09:00:00Z,690,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,93
Aki-Matilda Høegh-Dam,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1620,": tak for ordet. jeg ender med at spørge mig selv, om folketinget virkelig er det rette forum at tage det med bygdenedlukninger op i igen. jeg undrer mig især over det, når ai officielt har været ude at meddele, at det i hvert fald ikke er ia s politik, selv om det ikke er tvangslukninger. men der blev snakket om naturlige nedlukninger af bygder, bl.a., som ordføreren også sagde i folketingssalen, på baggrund af at der var mange, der ikke havde kommunefogeder, selv om det eneste krav her egentlig var en ren straffeattest. og når vi har en fn-deklaration, der siger, at vi har nogle menneskerettigheder for indigenous people, undrer det mig også, at man ikke må relokere indigenous people. hvordan hænger det lige sammen med ia s poli‐ tik, og hvornår er det aaja chemnitz larsens politik? er folketinget virkelig det rette forum at tage det op i, især når vi snakker om arktis? 26 tirsdag den 20. oktober 2020 ",2020-10-20T15:27:00Z,691,Aki-Matilda Høegh-Dam,2020,x - Siumut,2019-,93
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1622,": realiteten er, at 21 bygder er lukket, siden vi fik hjemmestyre. realiteten er også, at der hvert år flytter omkring 100 mennesker fra bygderne. det er et ret højt antal. og faktisk er det sådan, at siumut, som sad i spidsen for naalakkersuisut, kom med den her rapport den nødvendige prioritering«, som sådan set sagde det samme, som jeg sagde fra talerstolen . siden da er der flyttet mere end 400 mennesker fra bygderne. der er folk, der sidder ude i bygderne særlig de allermest udsatte, som sådan set er dem, jeg er allermest optaget af som egentlig har brug for mere hjælp. det er der rigtig mange rapporter der viser. man kan være uenig i selve løsningen, men det at turde tage diskussionen, det at turde tale om den udvikling, der sker, og som sådan set ikke kun sker i grønland, men også sker i danmark altså den her urbanisering, der sker synes jeg sådan set er vigtig at tage fat i. derfor er jeg rigtig, rigtig glad for, at ia netop har taget initiativ til at sige: lad os lave en politik på det her område, vi kan ikke blive ved med at vende det blinde øje til.",2020-10-20T15:28:00Z,693,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1623,": fru aki-matilda høegh-dam, værsgo.",2020-10-20T15:30:00Z,694,Karen Ellemann,2020,Venstre,2019-,93
Aki-Matilda Høegh-Dam,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1624,": debatten er som regel ellers velkommen, men det er jo et grønlandsk anliggende, og det er mest udskamningen af vores egen befolkning herinde i folketinget, jeg ikke er så stor tilhænger af. men lad mig komme tilbage til diskussionen om arktis. ordføreren siger, at man også bliver nødt til at tænke på, at der skal være balance i den oprustning. men der vil jeg også gerne stille et spørgsmål: er det igen aaja chemnitz larsens politik, eller er det ia s politik? jeg tvivler nemlig lidt på det sidste, idet ia har en meget, meget klar politik, nemlig at man er imod øget oprustning i arktis.",2020-10-20T15:30:00Z,695,Aki-Matilda Høegh-Dam,2020,x - Siumut,2019-,93
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1626,": jeg tror måske, ordføreren skal læse lidt op på, hvilke ansvarsområ‐ der vi har her i folketinget, for kommunefogederne er faktisk et af de ansvarsområder. og noget af det, som har været vigtigt for ia i folketinget de sidste mange år, også før jeg var her, har netop været at sikre, at hver en bygd bør have en kommunefoged. i mange af bygderne har vi været med til at sikre, at der ikke kun er én kommu‐ nefoged, men to kommunefogeder, fordi det er en rigtig svær opgave at løse derude i bygderne. så jeg kunne godt tænke mig at høre fra siumut, hvad man har tænkt sig at gøre ved den vandring, der sker fra bygderne til byerne, og hvad man har tænkt sig at gøre i forhold til at sikre kommunefogeder og retssikkerhed i hele grønland.",2020-10-20T15:30:00Z,697,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1627,": den næste korte bemærkning er til hr. christian juhl, enhedslisten. værsgo.",2020-10-20T15:31:00Z,698,Karen Ellemann,2020,Venstre,2019-,93
Christian Juhl,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1628,": tak for det. i danmark har vi også bare ladet tingene flyde og ladet landsbyerne dø af sig selv. er det mere humanistisk, end at man tager fat i dem? det vil jeg gerne stille et spørgsmål om, ikke i dag, men når vi skal diskutere landdistrikter. jeg tænkte på, at der har været en debat her i uge 42 om nogle nye, hvad skal man kalde dem, sager, hvor børn bliver adopteret eller måske adopteret eller adopteret på et falsk grundlag, og hvor de kommer ned til de danske familier på et ikke særlig reglementeret grundlag. hvordan er ordførerens stillingtagen til den her nye oplys‐ ning, som i hvert fald er ny for mig?",2020-10-20T15:31:00Z,699,Christian Juhl,2020,Enhedslisten,2019-,93
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1005,": fru marie bjerre. 87 kan blive et meget solidt supplement til elektriciteten, for der er altid bølger, mens vinden kommer i faser.",2020-10-08T19:25:00Z,7,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,93
Aaja Chemnitz Larsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1062,": jeg er medlem af inuit ataqatigiit og er også et fremtrædende medlem i grønlandsk politik, og jeg har ret til at have forskellige holdninger, også om hvad det er, der foregår hjemme i grønland, fordi det så meget påvirker den politik, som vi laver her. det er sådan set det, jeg har at sige til det. jeg tror, det er vigtigt, at man tør tage den her diskussion, og jeg synes også, det er vigtigt, at man skal gøre det på en klog og en nænsom måde. der er jo bygder, hvor der kun er ældre personer, der er tilbage, og hvor der kun er mænd tilbage, og naturligt er der ikke særlig meget fremtid i det. og det tror jeg man skal turde diskutere. torsdag den 8. oktober 2020 ",2020-10-08T19:58:00Z,70,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Simon Kollerup,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,162,": lovforslag nr. forslag til lov om ændring af lov om friskoler og private grundskoler m.v., lov om efterskoler og frie fagskoler og lov om private institutioner for gymnasiale uddannelser. inddragelse af elever i forbindelse med udskrivning , meddelelser fra formanden lovforslag nr. forslag til lov om ændring af lov om betalinger, hvidvaskloven, lov om kapitalmarkeder og forskellige andre love. gennemførelse af 2. betalingstjenestedirektiv, 4. og 5. hvidvaskdi‐ 2 torsdag den 8. oktober 2020 fm lovforslag nr. forslag til lov om ændring af lov om folkesko‐ len. mulighederne for andet udtræk af prøvefag og etablering af fælles ledelse i forbindelse med skolesammenlægning m.v. og lovforslag nr. forslag til lov om ændring af lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. og lov om institutioner for erhvervsrettet ud‐ dannelse. mulighed for fastsættelse af lokale elevfordelingsregler . udskydelse af solnedgangsklausul . lovforslag nr. forslag til lov om videnskabsetisk behandling af kliniske afprøvninger af medicinsk udstyr m.v. , lovforslag nr. forslag til lov om ændring af sundhedsloven og lov om apoteksvirksomhed. digitalt supplement til sundhedskor‐ tet, opdatering af statens serum instituts formål og opgaver, auto‐ riserede sundhedspersoners mulighed for i forbindelse med aktuel patientbehandling at anvende oplysninger, der opbevares i nationalt genom center til beslutningsstøtte, og videregivelse af lægemiddel‐ oplysninger til forsknings- og statistikformål m.v. og",2020-10-08T09:00:00Z,701,Simon Kollerup,2020,Socialdemokratiet,2019-,93
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1630,": tak for spørgsmålet. det er måske vigtigt netop at understrege, at det er nogle historiske sager, så det er ikke nogle aktuelle sager. men det, som det ligesom handler om, er, at ia jo tidligere har lavet et forslag om en undskyldning til eksperimentbørnene. og i den forbindelse er vi stødt på noget viden, som handler om, at der er sket nogle adoptioner før i tiden i nogenlunde samme tidsperiode som det med eksperimentbørnene som måske ikke har været sådan helt lovlige, eller som i hvert fald har været på kant med loven. og der mener vi, at der er behov for, at man får afdækket det her. vi ved, at der kommer den her rapport, hvor der er en del forskere, der har kigget på netop eksperimentbørnene, og der synes vi også, er de her adoptioner på en eller anden måde bør afdækkes i forbindelse med den proces.",2020-10-20T15:32:00Z,702,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1631,: hr. christian juhl.,2020-10-20T15:32:00Z,703,Karen Ellemann,2020,Venstre,2019-,93
Christian Juhl,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1632,": jamen jeg ser frem til at følge den, for jeg synes, det er ret interes‐ sant. vi har i øjeblikket også en helt anden sag, nemlig en sag om børn, som uden om al lovgivning er blevet adopteret fra chile under diktaturet til danmark. og jeg mener, det er vigtigt, at vi får sådan noget op til overfladen. et andet spørgsmål, jeg har, er: hvordan ser ordføreren på det begreb, der står i ilulissaterklæringen, der hedder lavspænding? nu har vi diskuteret det her, og nogle synes, at når vi opruster, så kan vi godt arbejde for lavspænding samtidig med det det kan ikke rigtig passe inde i mit hoved, men jeg vil gerne høre ordførerens opfattelse af det.",2020-10-20T15:32:00Z,704,Christian Juhl,2020,Enhedslisten,2019-,93
Aaja Chemnitz Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1634,": mange tak. allerførst tror jeg, det er vigtigt, at vi har en fælles forståelse af de her nedslag i historien, som vi er nødt til at rette op på. så det håber jeg bestemt også regeringen vil tage op, når den her rapport kommer senere. men i forhold til lavspænding vil jeg sige, at jeg synes, det er helt, helt centralt og det er også enormt bekymrende at følge den udvikling, der er. jeg kunne rigtig godt tænke mig, at man sådan skruede op for den diplomatiske indsats og gjorde, hvad man kunne dér, frem for at man kun tror, det er kampfly tirsdag den 20. oktober 2020 og den slags, der skal til. og så ligger der nogle sådan helt konkrete beredskabsmæssige opgaver i grønland, som mangler noget mere opmærksomhed.",2020-10-20T15:33:00Z,706,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,93
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1635,": den næste korte bemærkning er til hr. christoffer aagaard melson, venstre. værsgo.",2020-10-20T15:34:00Z,707,Karen Ellemann,2020,Venstre,2019-,93
Christoffer Aagaard Melson,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1636,": tak for det, og tak for en god tale. lidt i forlængelse af det, ordføre‐ ren spurgte mig om under min tale, vil jeg spørge, om ordføreren kan uddybe de tanker, hun har gjort sig, i forhold til hvordan vi kan styrke det erhvervsmæssige samarbejde internt i rigsfællesskabet mellem danmark og grønland, så vi alle sammen kan blive rigere, og grønland forhåbentlig på sigt kan blive mere selvbærende.",2020-10-20T15:34:00Z,708,Christoffer Aagaard Melson,2020,Venstre,2019-,93
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1063,: så er det hr. rasmus nordqvist. værsgo.,2020-10-08T19:59:00Z,71,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,93
